Text,Category
"Single wicket was popular in the 18th and 19th centuries and its matches were generally considered top-class. In this form, although each team may have from one to six players, there is only one batsman in at a time and he must face every delivery bowled while his innings lasts. Single wicket has rarely been played since limited overs cricket began. Matches tended to have two innings per team like a full first-class one and they could end in a draw.[120]
",Cricket
"Most international matches are played as parts of 'tours', when one nation travels to another for a number of weeks or months, and plays a number of matches of various sorts against the host nation. Sometimes a perpetual trophy is awarded to the winner of the Test series, the most famous of which is The Ashes.
",Cricket
"The ICC also organises competitions that are for several countries at once, including the Cricket World Cup, ICC T20 World Cup and ICC Champions Trophy. A league competition for Test matches played as part of normal tours, the ICC World Test Championship, has been proposed several times, and is currently planned to begin in 2019. The ICC maintains Test rankings, ODI rankings and T20 rankings systems for the countries which play these forms of cricket.
",Cricket
"Competitions for member nations of the ICC with Associate status include the ICC Intercontinental Cup, for first-class cricket matches, and the World Cricket League for one-day matches, the final matches of which now also serve as the ICC World Cup Qualifier.
",Cricket
"First-class cricket in England is played for the most part by the 18 county clubs which contest the County Championship. The concept of a champion county has existed since the 18th century but the official competition was not established until 1890.[40] The most successful club has been Yorkshire, who had won 32 official titles (plus one shared) to 2017.[121]
",Cricket
"Australia established its national first-class championship in 1892–93 when the Sheffield Shield was introduced. In Australia, the first-class teams represent the various states.[122] New South Wales has the highest number of titles.
",Cricket
"The other ICC full members have national championship trophies called the Ahmad Shah Abdali 4-day Tournament (Afghanistan); the National Cricket League (Bangladesh); the Ranji Trophy (India); the Inter-Provincial Championship (Ireland); the Plunket Shield (New Zealand); the Quaid-e-Azam Trophy (Pakistan); the Currie Cup (South Africa); the Premier Trophy (Sri Lanka); the Shell Shield (West Indies); and the Logan Cup (Zimbabwe).
",Cricket
"The world's earliest known cricket match was a village cricket meeting in Kent which has been deduced from a 1640 court case recording a ""cricketing"" of ""the Weald and the Upland"" versus ""the Chalk Hill"" at Chevening ""about thirty years since"" (i.e., c. 1611). Inter-parish contests became popular in the first half of the 17th century and continued to develop through the 18th with the first local leagues being founded in the second half of the 19th.[17]
",Cricket
"At the grassroots level, local club cricket is essentially an amateur pastime for those involved but still usually involves teams playing in competitions at weekends or in the evening. Schools cricket, first known in southern England in the 17th century, has a similar scenario and both are widely played in the countries where cricket is popular.[123] Although there can be variations in game format, compared with professional cricket, the Laws are always observed and club/school matches are therefore formal and competitive events.[124] The sport has numerous informal variants such as French cricket.[125]
",Cricket
"Cricket has had a broad impact on popular culture, both in the Commonwealth of Nations and elsewhere. It has, for example, influenced the lexicon of these nations, especially the English language, with various phrases such as ""that's not cricket"" (that's unfair), ""had a good innings"" (lived a long life) and ""sticky wicket"". ""On a sticky wicket"" (aka ""sticky dog"" or ""glue pot"")[126] is a metaphor[127] used to describe a difficult circumstance. It originated as a term for difficult batting conditions in cricket, caused by a damp and soft pitch.[128]
",Cricket
"Cricket is the subject of works by noted English poets, including William Blake and Lord Byron.[129] Beyond a Boundary (1963), written by Trinidadian C. L. R. James, is often named the best book on any sport ever written.[130]
",Cricket
"In the visual arts, notable cricket paintings include Albert Chevallier Tayler's Kent vs Lancashire at Canterbury (1907) and Russell Drysdale's The Cricketers (1948), which has been called ""possibly the most famous Australian painting of the 20th century.""[131] French impressionist Camille Pissarro painted cricket on a visit to England in the 1890s.[129] Francis Bacon, an avid cricket fan, captured a batsman in motion.[129] Caribbean artist Wendy Nanan's cricket images[132] are featured in a limited edition first day cover for Royal Mail's ""World of Invention"" stamp issue, which celebrated the London Cricket Conference 1–3 March 2007, first international workshop of its kind and part of the celebrations leading up to the 2007 Cricket World Cup.[133]
",Cricket
"Cricket has close historical ties with Australian rules football and many players have competed at top levels in both sports.[134] In 1858, prominent Australian cricketer Tom Wills called for the formation of a ""foot-ball club"" with ""a code of laws"" to keep cricketers fit during the off-season. The Melbourne Football Club was founded the following year, and Wills and three other members codified the first laws of the game.[135] It is typically played on modified cricket fields.[136]
",Cricket
"In England, a number of association football clubs owe their origins to cricketers who sought to play football as a means of keeping fit during the winter months. Derby County was founded as a branch of the Derbyshire County Cricket Club in 1884;[137] Aston Villa (1874) and Everton (1876) were both founded by members of church cricket teams.[138] Sheffield United's Bramall Lane ground was, from 1854, the home of the Sheffield Cricket Club, and then of Yorkshire; it was not used for football until 1862 and was shared by Yorkshire and Sheffield United from 1889 to 1973.[139]
",Cricket
"In the late 19th century, a former cricketer, English-born Henry Chadwick of Brooklyn, New York, was credited with devising the baseball box score[140] (which he adapted from the cricket scorecard) for reporting game events. The first box score appeared in an 1859 issue of the Clipper.[141] The statistical record is so central to the game's ""historical essence"" that Chadwick is sometimes referred to as ""the Father of Baseball"" because he facilitated the popularity of the sport in its early days.[142]
",Cricket
"Related sports
",Cricket
"Organisations and competitions
",Cricket
"Statistics and records
",Cricket
"News and other resources
",Cricket
"
",Cricket
"Limited overs cricket, also known as one-day cricket, which includes List A cricket and Twenty20 cricket, is a version of the sport of cricket in which a match is generally completed in one day, whereas Test and first-class matches can take up to five days to complete. The name reflects the rule that in the match each team bowls a set maximum number of overs, usually between 20 and 50, although shorter and longer forms of limited overs cricket have been played.
",Cricket
"One-day cricket is popular with spectators as it can encourage aggressive, risky, entertaining batting, often results in cliffhanger endings, and ensures that a spectator can watch an entire match without committing to five days of continuous attendance.
",Cricket
"
",Cricket
"Each team bats only once, and each innings is limited to a set number of overs, usually fifty in a One Day International and between forty and sixty in a List A. List A is a classification of the limited-overs (one-day) form of cricket, technically as the domestic level.
",Cricket
"Despite its name, important one-day matches, international and domestic, often have two days set aside, the second day being a ""reserve"" day to allow more chance of the game being completed if a result is not possible on the first day (for instance if play is prevented or interrupted by rain).
",Cricket
"As mentioned above, in almost all competitive one-day games, a restriction is placed on the number of overs that may be bowled by any one bowler. This is to prevent a side playing two top-class bowlers with extremely good stamina who can bowl throughout their opponents' innings. The usual limitation is set so that a side must include at least five players who bowl. For example, the usual limit for twenty-over cricket is four overs per bowler, for forty-over cricket eight per bowler and for fifty-over cricket ten per bowler. There are exceptions: Pro Cricket in the United States restricted bowlers to five overs each, thus leaving a side requiring only four bowlers.
",Cricket
"The idea for a one-day, limited 50-over cricket tournament, was first played in the inaugural match of the All India Pooja Cricket Tournament in 1951 in the small town of Thrippunithura in Kerala. It is thought to be the brain child of KV Kelappan Thampuran, a former cricketer and the first Secretary of the Kerala Cricket Association.[1] The one day limited over cricket game was later adapted and played between English county teams for the first instance on 2 May 1962. Leicestershire beat Derbyshire and Northamptonshire beat Nottinghamshire over 65 overs in the ""Midlands Knock-Out Cup"", which Northamptonshire went on to win a week later. The following year, the first full-scale one-day competition between first-class teams was played, the knock-out Gillette Cup, won by Sussex. The number of overs was reduced to 60 for the 1964 season. League one-day cricket also began in England, when the John Player Sunday League was started in 1969 with forty over matches. Both these competitions have continued every season since inauguration, though the sponsorship has changed. There is now one 50 over competition, which is called the Royal London One-Day Cup. 
",Cricket
"The first Limited Overs International (LOI) or One-Day International (ODI) match was played in Melbourne in 1971, and the quadrennial cricket World Cup began in 1975. Many of the ""packaging"" innovations, such as coloured clothing, were as a result of World Series Cricket, a ""rebel"" series set up outside the cricketing establishment by Australian entrepreneur Kerry Packer. For more details, see History of cricket.
",Cricket
"Twenty20, a curtailed form of one-day cricket with 20 overs per side, was first played in England in 2003. It has proven very popular, and several Twenty20 matches have been played between national teams. It makes several changes to the usual laws of cricket, including the addition of a ""bowl-out"" (similar to a penalty shoot-out in football) to decide the result of tied matches, which was subsequently dispensed in favour of a Super Over.
",Cricket
"100-ball cricket, another form of one-day cricket with 100 deliveries  per side, will launch in England in 2020. It is designed to further shorten game time and hopes to attract a new audience. It makes further changes to the usual laws of cricket, including the addition of one 10-ball over which is bowled by each side in addition to 15 traditional 6-ball overs.
",Cricket
"One Day International matches are usually played in brightly coloured clothing often in a ""day-night"" format where the first innings of the day occurs in the afternoon and the second occurs under stadium lights.
",Cricket
"Every four years, the Cricket World Cup involves all the Test-playing nations and other national sides who qualify through the ICC World Cup Qualifier. It usually consists of round-robin stages, followed by semi-finals and a final.  The International Cricket Council (ICC) determines the venue far in advance.
",Cricket
"The ICC Champions Trophy also involves all the Test-playing nations, and is held between World Cups. It usually consists of a round-robin group stage, semifinals, and a final.
",Cricket
"Each Test-playing country often hosts triangular tournaments, between the host nation and two touring sides. There is usually a round-robin group stage, and then the leading two teams play each other in a final, or sometimes a best-of-three final. When there is only one touring side, there is still often a best-of-five or best-of-seven series of limited overs matches.
",Cricket
"The ICC World Cricket League is an ODI competition for national teams with Associate or Affiliate status.
",Cricket
"Domestic one-day competitions exist in almost every country where cricket is played.
",Cricket
"List A cricket is a classification of the limited-overs (one-day) form of the sport of cricket. Much as domestic first-class cricket is the level below international Test match cricket, so List A cricket is the domestic level of one-day cricket below One Day Internationals. Twenty20 matches do not qualify for the present.
",Cricket
"Most cricketing nations have some form of domestic List A competition. The number of overs in List A cricket ranges from forty to sixty overs per side.
",Cricket
"The Association of Cricket Statisticians and Historians created this category for the purpose of providing an equivalent to first-class cricket, to allow the generation of career records and statistics for comparable one-day matches. Only the more important one-day competitions in each country, plus matches against a touring Test team, are included. The categorisation of cricket matches as ""List A"" was not officially endorsed by the International Cricket Council until 2006, when the ICC announced that it and its member associations would be determining this classification in a manner similar to that done for first class matches.[2]
",Cricket
"The Matador BBQ One Day Cup is a 50 overs tournament held since 1969. The sides that compete are the following: 
",Cricket
"In 2006 Cricket Australia introduced the KFC Twenty20 Big Bash which was amongst the state teams (as above). In 2011 this was expanded to the KFC Twenty20 Big Bash League, consisting of teams based in the capital cities of Australia. The teams are as follows:
",Cricket
"The National One Day Cricket League is sponsored by Mirzapore Tea. It currently runs from November to March, with each team playing the other home and away once in a round-robin format. These six teams compete for the League title:
",Cricket
"Each county has a team representing them in each league and are as followed with their home ground:
",Cricket
"North Group:
",Cricket
"Birmingham Bears (Edgbaston)
Derbyshire Falcons (Derby County Ground)
Durham Jets (Riverside Ground)
Lancashire Lightning (Old Trafford)
Leicestershire Foxes (Grace Road)
Northamptonshire Steelbacks (Northampton County Ground)
Nottinghamshire Outlaws (Trent Bridge)
Worcestershire Rapids (New Road)
Yorkshire Vikings (Headingley)
",Cricket
"South Group:
",Cricket
"Essex Eagles (Chelmsford County Ground)
Glamorgan Dragons (Sophia Gardens)
Gloucestershire (Bristol County Ground)
Hampshire Royals (Rose Bowl)
Kent Spitfires (St Lawrence Ground)
Middlesex (Lord's)
Somerset (Taunton County Ground)
Surrey (The Oval)
Sussex Sharks (Hove County Ground)
",Cricket
"The Pakistani domestic competition changes regularly, but for 2005–06 there are plans for three one-day tournaments for men:
",Cricket
"— a professional franchise Twenty20 men's cricket league. The league is headquartered in Lahore, consists of five franchises nominally representing cities in
Pakistan . It is operated by the Pakistan Cricket Board (PCB) and was established in 2016.Following are the teams:
",Cricket
"The local competition in South Africa is the Standard Bank Cup (formerly Benson & Hedges Series) played between 6 teams:
",Cricket
"The games are 45-overs, and based on a home-and-away round-robin match system (each team plays ten matches) with semi-finals and a final. The Eagles were the winners of the 2004/2005 and 2005/2006 competitions.
",Cricket
"20 teams compete in the Premier Limited-Overs Tournament, which is an expansion from 16 in the last season. Games are played over 50 overs per side, and the teams are divided into two groups, where each team meets the other once over a period of a month. The four top teams from each group qualify for the quarter-finals, and there is then a direct knock-out system until a winner is found after three knock-out stages. The competing teams are:
",Cricket
"The KFC Cup is the main regional one-day competition in the West Indies, named after its chief sponsor, the fast food chain KFC. In recent years, it has been run over a week's time as a group stage followed by knock-out stages. Guyana are the current holders, after they beat Barbados in the final, and they are also the team to have won it most, with nine titles, although two of them have been shared. Trinidad and Tobago are second in that history, having won seven titles.
",Cricket
"In the 2005–06 edition of the KFC Cup, the six permanent first class regions of the West Indies contested the tournament:
",Cricket
"The world record for the highest innings total in any List A limited overs match is 496 for 4 by Surrey against Gloucestershire in their Friends Provident Trophy 50-overs match at the Oval, London on 29 April 2007. That surpassed the 443 for nine by Sri Lanka against the Netherlands in their One Day International 50-overs match at Amstelveen on 4 July 2006, which was the record ODI score at the time. On 19th June 2018, England set a new international record, totalling 481 for 6 against Australia at Trent Bridge. The lowest ever total is 23 by Yorkshire against Middlesex at Headingley in 1974 in a 40-overs match. The record low score in ODIs was set by Zimbabwe, who managed just 35 against Sri Lanka in Harare on 25 April 2004.
",Cricket
"The most runs scored by both sides in any List A limited overs match is 872: Australia, batting first, scored 434 for four in 50 overs, and yet were beaten by South Africa who scored 438 for nine with a ball to spare during their One Day International at Johannesburg in 2006.
",Cricket
"The highest individual innings is 268 by Ali Brown for Surrey against Glamorgan in a 50-overs match at The Oval in 2002. The best bowling figures are eight for 15 by Rahul Sanghvi for Delhi against Himachal Pradesh in a 50-overs match at Una in 1997.
The highest international individual innings is by Rohit Sharma who scored 264.
The highest score in any formal limited overs match is believed to be United's 630 for five against Bay Area in a 45 overs match at Richmond, California in August 2006.[3]
",Cricket
"The most runs in an over was scored by Herschelle Gibbs of the South African cricket team when, in the 2007 Cricket World Cup in the West Indies, he hit 6 sixes in one over bowled by Daan van Bunge of the Netherlands.[4]
",Cricket
"This record is shared by Yuvraj Singh of India who achieved this feat in the 2007 ICC World Twenty20 in South Africa, he hit 6 sixes in an over bowled by Stuart Broad of England.
",Cricket
"Sachin Tendulkar holds the record of being the first male cricketer to score a double century in ODIs (200 not out). He achieved this feat against South Africa on 24 February 2010, at Gwalior, India. Virender Sehwag is the second male cricketer to score a double century, when he scored 219 before being caught out against West Indies on 8 December 2011, at Indore, India. Rohit Sharma became the third male cricketer to score a double century, when he scored 209 against Australia on 2 November 2013.
",Cricket
"
",Cricket
"
",Cricket
"Twenty20 cricket, sometimes written Twenty-20, and often abbreviated to T20, is a short form of cricket. At the professional level, it was originally introduced by the England and Wales Cricket Board (ECB) in 2003 for the inter-county competition in England and Wales.[1] In a Twenty20 game the two teams have a single innings each, which is restricted to a maximum of 20 overs. Together with first-class and List A cricket, Twenty20 is one of the three current forms of cricket recognised by the International Cricket Council (ICC) as being at the highest international or domestic level. 
A typical Twenty20 game is completed in about three hours, with each innings lasting around 90 minutes and an official 10 minute break between the innings. This is much shorter than previously-existing forms of the game, and is closer to the timespan of other popular team sports. It was introduced to create a fast-paced form of the game which would be attractive to spectators at the ground and viewers on television.
",Cricket
"The game has succeeded in spreading around the cricket world. On most international tours there is at least one Twenty20 match and all Test-playing nations have a domestic cup competition. The inaugural ICC World Twenty20 was played in South Africa in 2007 with India winning by five runs against Pakistan in the final.[2] Pakistan won the second tournament in 2009,[3] and England won the title in the West Indies 2010. West Indies won in 2012, with Sri Lanka winning the 2014 tournament. West Indies are the reigning champions, winning the 2016 competition, and in doing so, became the first nation to win the tournament twice.
",Cricket
"When the Benson & Hedges Cup ended in 2002, the ECB needed another one day competition to fill its place. Cricketing authorities were looking to boost the game's popularity with the younger generation in response to dwindling crowds and reduced sponsorship. It was intended to deliver fast-paced, exciting cricket accessible to thousands of fans who were put off by the longer versions of the game. Stuart Robertson, the marketing manager of the ECB, proposed a 20 over per innings game to county chairmen in 2001 and they voted 11–7 in favour of adopting the new format.[4]
",Cricket
"The first official Twenty20 matches were played on 13 June 2003 between the English counties in the Twenty20 Cup.[5] The first season of Twenty20 in England was a relative success, with the Surrey Lions defeating the Warwickshire Bears by 9 wickets in the final to claim the title.[6] The first Twenty20 match held at Lord's, on 15 July 2004 between Middlesex and Surrey, attracted a crowd of 27,509, the highest attendance for any county cricket game at the ground – other than a one-day final – since 1953.[7]
",Cricket
"Thirteen teams from different parts of the country participated in Pakistan's inaugural competition in 2004, with Faisalabad Wolves the first winners. On 12 January 2005 Australia's first Twenty20 game was played at the WACA Ground between the Western Warriors and the Victorian Bushrangers. It drew a sell-out crowd of 20,000, which was the first time in nearly 25 years the ground had been completely sold out.[8]
",Cricket
"Starting 11 July 2006 19 West Indies regional teams competed in what was named the Stanford 20/20 tournament. The event was financially backed by billionaire Allen Stanford, who gave at least US$28,000,000 funding money. It was intended that the tournament would be an annual event. Guyana won the inaugural event, defeating Trinidad and Tobago by 5 wickets, securing US$1,000,000 in prize money.[9][10]
",Cricket
"On 5 January 2007 Queensland Bulls played the New South Wales Blues at The Gabba, Brisbane. A crowd of 11,000 was expected based on pre-match ticket sales. However, an unexpected 16,000 turned up on the day to buy tickets, causing disruption and confusion for surprised Gabba staff as they were forced to throw open gates and grant many fans free entry. Attendance reached 27,653.[11]
",Cricket
"For 1 February 2008 Twenty20 match between Australia and India, 85,824[12] people attended the match at the Melbourne Cricket Ground involving the Twenty20 World Champions against the ODI World Champions.
",Cricket
"The Stanford Super Series was held in October 2008 between Middlesex and Trinidad and Tobago, the respective winners of the English and Caribbean Twenty20 competitions, and a Stanford Superstars team formed from West Indies domestic players; Trinidad and Tobago won the competition, securing US$280,000 prize money.[13][14] On 1 November, the Stanford Superstars played England in what was expected to be the first of five fixtures in as many years with the winner claiming a US$20,000,000 in each match. The Stanford Superstars won the first match,[15] however no further fixtures were held as Allen Stanford was charged with fraud in 2009.[16]
",Cricket
"Several T20 leagues started after the popularity of 2007 ICC World Twenty20.[17] BCCI started the Indian Premier League in 2008, which utilizes the North American sports franchise system with eight teams in major Indian markets, and is currently in its eleventh season of competition. In September 2017, the broadcasting and digital rights for the next five years (2018-2022) of the IPL were sold to Star India for US$2.55 billion,[18] making it one of the world's most lucrative sports league per match. The IPL has seen a spike in its brand valuation to US$5.3 billion after the 10th edition, according to global valuation and corporate finance advisor Duff & Phelps.[19] Big Bash League, Bangladesh Premier League, Pakistan Super League, Caribbean Premier League started thereafter and remained popular with the fans.[20][21] Women's Big Bash League was started in 2015 by Cricket Australia, while Kia Super League was started in England and Wales in 2016. Canada also started their own league, known as 2018 Global T20 Canada, which had an inaugural edition of the tournament in 2018.
",Cricket
"The first Twenty20 International match was held on 5 August 2004 between the England and New Zealand women's teams with New Zealand winning by nine runs[22]
",Cricket
"On 17 February 2005 Australia defeated New Zealand in the first men's full international Twenty20 match, played at Eden Park in Auckland. The game was played in a light-hearted manner – both sides turned out in kit similar to that worn in the 1980s, the New Zealand team's a direct copy of that worn by the Beige Brigade. Some of the players also sported moustaches/beards and hairstyles popular in the 1980s taking part in a competition amongst themselves for best retro look, at the request of the Beige Brigade. Australia won the game comprehensively, and as the result became obvious towards the end of the NZ innings, the players and umpires took things less seriously – Glenn McGrath jokingly replayed the Trevor Chappell underarm incident  from a 1981 ODI between the two sides, and Billy Bowden showed him a mock red card (red cards are not normally used in cricket) in response.
",Cricket
"The first Twenty20 international in England was played between England and Australia at the Rose Bowl in Hampshire on 13 June 2005, which England won by a margin of 100 runs, a record victory which lasted until 2007.[23]
",Cricket
"On 9 January 2006 Australia and South Africa met in the first international Twenty20 game in Australia. In a first, each player's nickname appeared on the back of his uniform, rather than his surname. The international match drew a crowd of 38,894 people at The Gabba. Australia convincingly won the match with man of the match Damien Martyn scoring 96 runs.
",Cricket
"On 16 February 2006 New Zealand defeated West Indies in a tie-breaking bowl-out 3–0; 126 runs were scored apiece in the game proper. The game was the last international match played by Chris Cairns – NZC handed out life-size cardboard masks of his face to patrons as they entered the ground.
",Cricket
"Every two years an ICC World Twenty20 tournament is to take place, except in the event of an ICC Cricket World Cup being scheduled in the same year, in which case it will be held the year before. The first tournament was in 2007 in South Africa where India defeated Pakistan in the final. Two Associate teams had played in the first tournament, selected through the 2007 ICC World Cricket League Division One, a 50-over competition. In December 2007 it was decided to hold a qualifying tournament with a 20-over format to better prepare the teams. With six participants, two would qualify for the 2009 World Twenty20 and would each receive $250,000 in prize money.[24] The second tournament was won by Pakistan who beat Sri Lanka by 8 wickets in England on 21 June 2009. The 2010 ICC World Twenty20 tournament was held in West Indies in May 2010, where England defeated Australia by 7 wickets. The 2012 ICC World Twenty20 was won by the West-Indies, by defeating Sri Lanka at the finals. It was the first time in Cricket history when a T20 World Cup tournament took place in an Asian country. The 2014 ICC World Twenty20 was won by Sri Lanka, by defeating India at the finals, where the tournament was held in Bangladesh. The 2016 ICC World Twenty20 was won by West-Indies, by defeating England at the finals, where the tournament was held in India.
",Cricket
"Twenty20 cricket is claimed to have resulted in a more athletic and explosive form of cricket. Indian fitness coach Ramji Srinivasan declared in an interview with the Indian fitness website Takath.com, that Twenty20 had ""raised the bar"" in terms of fitness levels for all players, demanding higher levels of strength, speed, agility and reaction time from all players regardless of role in the team.[25] Matthew Hayden credited retirement from international cricket with aiding his performance in general and fitness in particular in the Indian Premier League.[26][27]
",Cricket
"In June 2009, speaking at the annual Cowdrey Lecture at Lord's, former Australian wicketkeeper Adam Gilchrist pushed for Twenty20 to be made an Olympic sport. ""It would,"" he said, ""be difficult to see a better, quicker or cheaper way of spreading the game throughout the world.""[28]
",Cricket
"Former Australian captain Ricky Ponting, on the other hand, has criticized Twenty20 as being detrimental to Test cricket and for hampering batsmen's scoring skills and concentration.[29] Former Australian captain Greg Chappell made similar complaints, fearing that young players would play too much T20 and not develop their batting skills fully, while former England player Alex Tudor feared the same for bowling skills.[30][31]
",Cricket
"Former West Indies captains Clive Lloyd, Michael Holding and Garfield Sobers criticised Twenty20 for its role in discouraging players from representing their test cricket national side, with many West Indies players like Chris Gayle, Sunil Narine and Dwayne Bravo preferring instead to play in a Twenty20 franchise elsewhere in the world and make far more money.[32][33][34][35][36]
",Cricket
"Ricky Ponting, http://phone.espncricinfo.com/ci/content/story/529427.html.
",Cricket
"Twenty20 match format is a form of limited overs cricket in that it involves two teams, each with a single innings, the key feature being that each team bats for a maximum of 20 overs. In terms of visual format, the batting team members do not arrive from and depart to traditional dressing rooms, but come and go from a bench (typically a row of chairs) visible in the playing arena, analogous to association football's technical area or a baseball dugout.[37]
",Cricket
"The Laws of cricket apply to Twenty20, with some exceptions:[38]
",Cricket
"Currently, if the match ends with the scores tied and there must be a winner, the tie is broken with a one over per side Eliminator[39] or Super Over:[40][41]
Each team nominates three batsmen and one bowler to play a one-over per side ""mini-match"". The team which bats second in the match bats first in the Super Over.[42][43] In turn, each side bats one over bowled by the one nominated opposition bowler, with their innings over if they lose two wickets before the over is completed. The side with the higher score from their Super Over wins.
If the super over also ends up in a tie, the team that has scored the most boundaries (4s+6s) in the 20 overs wins.
",Cricket
"In the Australian domestic competition the Big Bash League the Super Over is played slightly differently, with no 2-wicket limit, and if the super over is also tied then a ""countback"" is used, with scores after the fifth ball for each team being used to determine the result. If it is still tied, then the countback goes to 4 balls and so on.[44] The latest Super Over to decide a match was between the Sydney Sixers winning against the Brisbane Heat on the 25th January 2017, in the Big Bash League at the Brisbane Cricket Ground, with the Sixers winning 0/22 to 0/15 in the Super Over after tying on 164.[45]
",Cricket
"Tied Twenty20 matches were previously decided by a bowl-out.[46]
",Cricket
"Women's and men's Twenty20 Internationals have been played since 2004 and 2005 respectively. To date, 25 nations have played the format, including all test playing nations. This considers only matches between teams with Twenty20 International status, which is limited by the International Cricket Council to a small number of top teams.
",Cricket
"In November 2011, the ICC released the first Twenty20 International rankings for the men's game, based on the same system as the Test and ODI rankings. The rankings cover a 2 to 3-year period, with matches since the most recent 1 August weighted fully, matches in the preceding 12 months weighted two-thirds, and matches in the 12 months preceding that weighted one-third. To qualify for the rankings, teams must have played at least eight Twenty20 Internationals in the ranking period.[47][48]
",Cricket
"The ICC do not maintain a separate Twenty20 ranking for the women's game, instead aggregating performance over all three forms of the game into one overall women's teams ranking.[49]
",Cricket
"This is a list of the current Twenty20 domestic competitions in several of the leading cricket countries.
",Cricket
"See also: List of Twenty20 International records
",Cricket
"
",Movie
"A film, also called a movie, motion picture, moving picture, or photoplay, is a series of still images that, when shown on a screen, create the illusion of moving images. (See the glossary of motion picture terms.)
",Movie
"This optical illusion causes the audience to perceive continuous motion between separate objects viewed in rapid succession. The process of filmmaking is both an art and an industry. A film is created by photographing actual scenes with a motion-picture camera, by photographing drawings or miniature models using traditional animation techniques, by means of CGI and computer animation, or by a combination of some or all of these techniques, and other visual effects.
",Movie
"The word ""cinema"", short for cinematography, is often used to refer to filmmaking and the film industry, and to the art of filmmaking itself. The contemporary definition of cinema is the art of simulating experiences to communicate ideas, stories, perceptions, feelings, beauty or atmosphere by the means of recorded or programmed moving images along with other sensory stimulations.[1]
",Movie
"Films were originally recorded onto plastic film through a photochemical process and then shown through a movie projector onto a large screen. Contemporary films are now often fully digital through the entire process of production, distribution, and exhibition, while films recorded in a photochemical form traditionally included an analogous optical soundtrack (a graphic recording of the spoken words, music and other sounds that accompany the images which runs along a portion of the film exclusively reserved for it, and is not projected).
",Movie
"Films are cultural artifacts created by specific cultures. They reflect those cultures, and, in turn, affect them. Film is considered to be an important art form, a source of popular entertainment, and a powerful medium for educating—or indoctrinating—citizens. The visual basis of film gives it a universal power of communication. Some films have become popular worldwide attractions through the use of dubbing or subtitles to translate the dialog into other languages.
",Movie
"The individual images that make up a film are called frames. In the projection of traditional celluloid films, a rotating shutter causes intervals of darkness as each frame, in turn, is moved into position to be projected, but the viewer does not notice the interruptions because of an effect known as persistence of vision, whereby the eye retains a visual image for a fraction of a second after its source disappears. The perception of motion is due to a psychological effect called the phi phenomenon.
",Movie
"The name ""film"" originates from the fact that photographic film (also called film stock) has historically been the medium for recording and displaying motion pictures. Many other terms exist for an individual motion-picture, including picture, picture show, moving picture, photoplay, and flick. The most common term in the United States is movie, while in Europe film is preferred. Common terms for the field in general include the big screen, the silver screen, the movies, and cinema; the last of these is commonly used, as an overarching term, in scholarly texts and critical essays. In early years, the word sheet was sometimes used instead of screen.
",Movie
"Preceding film in origin by thousands of years, early plays and dances had elements common to film: scripts, sets, costumes, production, direction, actors, audiences, storyboards and scores. Much terminology later used in film theory and criticism apply, such as mise en scène (roughly, the entire visual picture at any one time). Owing to the lack of any technology for doing so, the moving images and sounds could not be recorded for replaying as with film.
",Movie
"The magic lantern, probably created by Christiaan Huygens in the 1650s, could be used to project animation, which was achieved by various types of mechanical slides. Typically, two glass slides, one with the stationary part of the picture and the other with the part that was to move, would be placed one on top of the other and projected together, then the moving slide would be hand-operated, either directly or by means of a lever or other mechanism. Chromotrope slides, which produced eye-dazzling displays of continuously cycling abstract geometrical patterns and colors, were operated by means of a small crank and pulley wheel that rotated a glass disc.[2]
",Movie
"In the mid-19th century, inventions such as Joseph Plateau's phenakistoscope and the later zoetrope demonstrated that a carefully designed sequence of drawings, showing phases of the changing appearance of objects in motion, would appear to show the objects actually moving if they were displayed one after the other at a sufficiently rapid rate. These devices relied on the phenomenon of persistence of vision to make the display appear continuous even though the observer's view was actually blocked as each drawing rotated into the location where its predecessor had just been glimpsed. Each sequence was limited to a small number of drawings, usually twelve, so it could only show endlessly repeating cyclical motions. By the late 1880s, the last major device of this type, the praxinoscope, had been elaborated into a form that employed a long coiled band containing hundreds of images painted on glass and used the elements of a magic lantern to project them onto a screen.
",Movie
"The use of sequences of photographs in such devices was initially limited to a few experiments with subjects photographed in a series of poses because the available emulsions were not sensitive enough to allow the short exposures needed to photograph subjects that were actually moving. The sensitivity was gradually improved and in the late 1870s, Eadweard Muybridge created the first animated image sequences photographed in real-time. A row of cameras was used, each, in turn, capturing one image on a photographic glass plate, so the total number of images in each sequence was limited by the number of cameras, about two dozen at most. Muybridge used his system to analyze the movements of a wide variety of animal and human subjects. Hand-painted images based on the photographs were projected as moving images by means of his zoopraxiscope.[3]
",Movie
